CHEM_ID	LIB_ID	COMP_ID	CHRO_LIB_ENTRY_ID	SUPER_PATHWAY	SUB_PATHWAY	PATHWAY_SORTORDER	TYPE	INCHIKEY	SMILES	CHEMICAL_NAME	PLOT_NAME	CAS	CHEMSPIDER	HMDB	KEGG	PUBCHEM	PLATFORM
100000007	400	15500	155554	Lipid	Carnitine Metabolism	1954	NAMED	PHIQHXFUZVPYII-ZCFIWIBFSA-N	[O-]C(C[C@@H](O)C[N+](C)(C)C)=O	carnitine	carnitine	461-05-2	10455	HMDB0000062	"C00487,C00308"	288	Pos Early
100001662	400	36747	156251	Lipid	Carnitine Metabolism	1953	NAMED	JHPNVNIEXXLNTR-UHFFFAOYSA-N	C[N+](C)(C)CCCC([O-])=O	deoxycarnitine	deoxycarnitine	6249-56-5	705	HMDB0001161	C01181	22620	Pos Early
100021162	402	62984	221101	Lipid	Ceramide PEs	3160	NAMED	JTVNQMOIYKXJKF-WSYRTZMQSA-N	CCCCCCCCCCCCC/C=C/[C@@]([H])(O)[C@@]([H])(NC(CCCCCCCCCCCCCCC)=O)COP(O)(OCCN)=O	palmitoyl-sphingosine-phosphoethanolamine (d18:1/16:0)	palmitoyl-sphingosine-phosphoethanolamine (d18:1/16:0)						Pos Late
1518	402	44877	164219	Lipid	Ceramides	3046	NAMED	YDNKGFDKKRUKPY-TURZORIXSA-N	OC[C@@H]([C@H](O)/C=C/CCCCCCCCCCCCC)NC(CCCCCCCCCCCCCCC)=O	N-palmitoyl-sphingosine (d18:1/16:0)	N-palmitoyl-sphingosine (d18:1/16:0)	24696-26-2	4446677	HMDB0004949		5283564	Pos Late
1547	402	54979	208064	Lipid	Ceramides	3050	NAMED	VODZWWMEJITOND-NXCSZAMKSA-N	OC[C@H](NC(CCCCCCCCCCCCCCCCC)=O)[C@H](O)/C=C/CCCCCCCCCCCCC	N-stearoyl-sphingosine (d18:1/18:0)*	N-stearoyl-sphingosine (d18:1/18:0)*	104404-17-3	4446678	HMDB0004950		5283565	Pos Late
100015609	402	57416	211068	Lipid	Ceramides	3056	NAMED	XXWRZIYYFPIQHE-XPAOSYCESA-N	[H][C@](NC(CCCCCCCCCCCCCCC)=O)(CO)[C@@](O)([H])/C=C/CCCCCCCC/C=C\CCC	N-palmitoyl-sphingadienine (d18:2/16:0)*	N-palmitoyl-sphingadienine (d18:2/16:0)*			HMDB0240686			Pos Late
100015624	402	57372	210899	Lipid	Ceramides	3058	NAMED	HILTUFAERVOALR-MQXYEJFFSA-N	[H][C@](NC(CCCCCCCCCCCCCCCCCCCCC)=O)(CO)[C@@](O)([H])/C=C/CCCCCCCC/C=C\CCC	N-behenoyl-sphingadienine (d18:2/22:0)*	N-behenoyl-sphingadienine (d18:2/22:0)*						Pos Late
100015632	402	57417	211069	Lipid	Ceramides	3057	NAMED	LBBFOWQGVUEADU-CKGMUTLASA-N	CCCCCCCCCCCCCCCCCC(NC(C(O)/C=C/CCCCCCCC/C=C/CCC)CO)=O	N-stearoyl-sphingadienine (d18:2/18:0)*	N-stearoyl-sphingadienine (d18:2/18:0)*			HMDB0240362		132282053	Pos Late
100015727	402	57437	211091	Lipid	Ceramides	3076	NAMED	ODRVSCJZSDNQBP-LMGPGFSZSA-N	OC(/C=C/CCCCCCCCCCC)C(CO)NC(CCCCCCCCCCCCC/C=C\CCCCCCCC)=O	"ceramide (d16:1/24:1, d18:1/22:1)*"	"ceramide (d16:1/24:1, d18:1/22:1)*"						Pos Late
100015731	402	57430	211083	Lipid	Ceramides	3068	NAMED	KXVLPPCAUYSNGY-BYCLXTJYSA-N	OC(/C=C/CCCCCCCCCCCC)C(CO)NC(CCCCCCCCCCCCCCC)=O	N-palmitoyl-heptadecasphingosine (d17:1/16:0)*	N-palmitoyl-heptadecasphingosine (d17:1/16:0)*			HMDB0240685			Pos Late
100015735	402	57432	211086	Lipid	Ceramides	3072	NAMED	ZKRPGPZHULJLKJ-IMVLJIQESA-N	OC(/C=C/CCCCCCCCCCCCC)C(CO)NC(CCCCCCCCCCCCC)=O	"ceramide (d18:1/14:0, d16:1/16:0)*"	"ceramide (d18:1/14:0, d16:1/16:0)*"			"HMDB0240681,HMDB0011773"			Pos Late
100015737	402	57434	211088	Lipid	Ceramides	3073	NAMED	ICWGMOFDULMCFL-SJCQXOIGSA-N	OC(/C=C/CCCCCCCCCCCCC)C(CO)NC(CCCCCCCCCCCCCCCC)=O	"ceramide (d18:1/17:0, d17:1/18:0)*"	"ceramide (d18:1/17:0, d17:1/18:0)*"			"HMDB0240683,HMDB0240678"			Pos Late
100015744	402	57443	211097	Lipid	Ceramides	3077	NAMED	QMVWGDBKESWTON-OQKRWUNJSA-N	CCCCCCCCCCCCC/C=C/C(O)C(NC(CCC/C=C/CC/C=C/CCCCCCCCCCCCCC)=O)CO	"ceramide (d18:2/24:1, d18:1/24:2)*"	"ceramide (d18:2/24:1, d18:1/24:2)*"			"HMDB0240679,HMDB0240680"			Pos Late
100015755	402	57440	211094	Lipid	Ceramides	3075	NAMED	XWBWIAOWSABHFI-QOSDPKFLSA-N	OC(/C=C/CCCCCCCCCCCCC)C(CO)NC(CCCCCCCCCCCCCCCCCCC)=O	"ceramide (d18:1/20:0, d16:1/22:0, d20:1/18:0)*"	"ceramide (d18:1/20:0, d16:1/22:0, d20:1/18:0)*"			"HMDB0240684,HMDB0240682,HMDB0004951"			Pos Late
100000900	400	21025	155725	Xenobiotics	Chemical	6202	NAMED	NBZBKCUXIYYUSX-UHFFFAOYSA-N	O=C(O)CNCC(O)=O	iminodiacetate (IDA)	iminodiacetate (IDA)	142-73-4	8557	HMDB0011753	C19911	8897	Pos Early
100001002	209	22163	124685	Xenobiotics	Chemical	6193	NAMED	KCXVZYZYPLLWCC-UHFFFAOYSA-N	O=C(CN(CCN(CC(O)=O)CC(O)=O)CC(O)=O)O	EDTA	EDTA	60-00-4	5826	HMDB0015109	C00284	6049	Neg
100001635	400	35651	156211	Xenobiotics	Chemical	6192	NAMED	WQXNXVUDBPYKBA-YFKPBYRVSA-N	O=[C@](O)[C@H]1N=C(C)NCC1	ectoine	ectoine	96702-03-3	112069	HMDB0240650	C06231	126041	Pos Early
100002390	209	43592	152936	Xenobiotics	Chemical	6248	NAMED	JOXIMZWYDAKGHI-UHFFFAOYSA-N	CC1=CC=C(S(O)(=O)=O)C=C1	4-methylbenzenesulfonate	4-methylbenzenesulfonate	104-15-4	5876	HMDB0059933	C06677	85570	Neg
100002528	209	46960	148213	Xenobiotics	Chemical	6124	NAMED	QAOWNCQODCNURD-UHFFFAOYSA-N	OS(O)(=O)=O	sulfate*	sulfate*	14808-79-8	1086	HMDB01448	C00059	5152822	Neg
100002849	209	39603	141920	Xenobiotics	Chemical	6131	NAMED	IWJBVMJWSPZNJH-XWBUKDKVSA-N	O[C@H]([C@H]1O)[C@@H]([C@@H]([C@](O)=O)OC1OCC)O	ethyl glucuronide	ethyl glucuronide	17685-04-0	134174	HMDB0010325		18392195	Neg
100003696	209	41888	143923	Xenobiotics	Chemical	6237	NAMED	KZNICNPSHKQLFF-UHFFFAOYSA-N	O=C1NC(CC1)=O	succinimide	succinimide	123-56-8	10955		C07273	11439	Neg
100004284	400	43424	157011	Xenobiotics	Chemical	6190	NAMED	HHVIBTZHLRERCL-UHFFFAOYSA-N	CS(C)(=O)=O	dimethyl sulfone	dimethyl sulfone	67-71-0	5978	HMDB0004983	C11142	6213	Pos Early
100004326	209	48693	207571	Xenobiotics	Chemical	6145	NAMED	CGFRVKXGZRODPA-UHFFFAOYSA-N	CC(C1=CC=CC(OS(=O)(O)=O)=C1)=O	3-acetylphenol sulfate	3-acetylphenol sulfate		16230535				Neg
100004440	400	42638	221376	Xenobiotics	Chemical	6204	NAMED	MBBZMMPHUWSWHV-UHFFFAOYSA-N	CNCC(O)C(O)C(O)C(O)CO	meglumine	meglumine	6284-40-8	3909	HMDB0240291		8567	Pos Early
100005384	209	45413	143779	Xenobiotics	Chemical	6127	NAMED	CIQHWLTYGMYQQR-QMMMGPOBSA-N	OS(OC1=CC=C(C[C@H](N)C(O)=O)C=C1)(=O)=O	O-sulfo-tyrosine	O-sulfo-tyrosine		448617	HMDB0155722		514186	Neg
100006082	209	48441	154475	Xenobiotics	Chemical	6251	NAMED	MDQKYGOECVSPIW-UHFFFAOYSA-N	ClC1=C(C#N)C(Cl)=C(Cl)C(O)=C1C#N	4-hydroxychlorothalonil	4-hydroxychlorothalonil	28343-61-5	31530	HMDB0240624		34217	Neg
100006098	209	48448	155087	Xenobiotics	Chemical	6259	NAMED	BDERIBJTVYFANV-UHFFFAOYSA-N	O=S(OC1=CC=CN=C1)(O)=O	3-hydroxypyridine sulfate	3-hydroxypyridine sulfate	1955-23-3	16232314				Neg
100006184	209	48445	155085	Xenobiotics	Chemical	6258	NAMED	ARLAWMCEVZUXEY-UHFFFAOYSA-N	OC1=CC=CC(OS(=O)(O)=O)=C1OC	2-methoxyresorcinol sulfate	2-methoxyresorcinol sulfate	1446269-78-8					Neg
100006260	209	48698	166006	Xenobiotics	Chemical	6273	NAMED	QRHHXPIYYXPEMG-UHFFFAOYSA-N	O=S(OC1=CC=C2C=CNC2=C1)(O)=O	6-hydroxyindole sulfate	6-hydroxyindole sulfate			HMDB0000682		122198196	Neg
100006263	209	48459	219304	Xenobiotics	Chemical	6305	NAMED	XEBCTJAOHUUGHB-UHFFFAOYSA-N	ClC1=CC(Cl)=C(OS(=O)(O)=O)C=C1	"2,4-dichlorophenol sulfate"	"2,4-dichlorophenol sulfate"	3233-63-4	8013417			9837697	Neg
100006271	209	48463	155101	Xenobiotics	Chemical	6268	NAMED	LJXYMXIWXRFOHR-UHFFFAOYSA-N	CCOC(C1=CC=C(OS(O)(=O)=O)C=C1)=O	ethylparaben sulfate	ethylparaben sulfate	162338-11-6				22908099	Neg
100006373	209	48761	155123	Xenobiotics	Chemical	6264	NAMED	NGVLEQPKHLWZLN-UHFFFAOYSA-N	OC1=C(O)C(OS(=O)(O)=O)=CC=C1	"1,2,3-benzenetriol sulfate (1)"	"1,2,3-benzenetriol sulfate (1)"						Neg
100006374	209	48762	155125	Xenobiotics	Chemical	6256	NAMED	NGVLEQPKHLWZLN-UHFFFAOYSA-N	OC1=C(O)C(OS(=O)(O)=O)=CC=C1	"1,2,3-benzenetriol sulfate (2)"	"1,2,3-benzenetriol sulfate (2)"			"HMDB0060018,HMDB0060016"		"92013662,54110629"	Neg
100009232	400	53231	179281	Xenobiotics	Chemical	6277	NAMED	DZLNHFMRPBPULJ-VKHMYHEASA-N	O=C(O)[C@]1(NCSC1)[H]	thioproline	thioproline	34592-47-4	84120	HMDB0062164		93176	Pos Early
100009413	209	57585	212142	Xenobiotics	Chemical	6276	NAMED	QCXJEYYXVJIFCE-UHFFFAOYSA-N	CC(NC1=CC=C(C(O)=O)C=C1)=O	4-acetamidobenzoate	4-acetamidobenzoate	556-08-1	18177		D03836	6918889	Neg
100010955	209	57564	212104	Xenobiotics	Chemical	6228	NAMED	YFSUTJLHUFNCNZ-UHFFFAOYSA-N	O=S(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(O)=O	perfluorooctanesulfonate (PFOS)	perfluorooctanesulfonate (PFOS)	1763-23-1	67068	HMDB0059586	C18142	74483	Neg
100020005	209	61872	218622	Xenobiotics	Chemical	6210	NAMED	SBYDEYGHJXSIDV-UHFFFAOYSA-N	CC1=C(OS(=O)(O)=O)C=CC2=CC=CC=C21	methylnaphthyl sulfate (1)*	methylnaphthyl sulfate (1)*						Neg
100020006	209	61873	218623	Xenobiotics	Chemical	6211	NAMED	SBYDEYGHJXSIDV-UHFFFAOYSA-N	CC1=C(OS(=O)(O)=O)C=CC2=CC=CC=C21	methylnaphthyl sulfate (2)*	methylnaphthyl sulfate (2)*						Neg
100020208	305	62071	221701	Xenobiotics	Chemical	6279	NAMED	SNGREZUHAYWORS-UHFFFAOYSA-N	OC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)=O	perfluorooctanoate (PFOA)	perfluorooctanoate (PFOA)		9180	HMDB0059587		9554	Polar
100020515	209	62520	219835	Xenobiotics	Chemical	6213	NAMED	HXEZIDSFDHEIIQ-UHFFFAOYSA-N	O=S(OC1=CC=C(C=CC=C2)C2=C1)(O)=O	2-naphthol sulfate	2-naphthol sulfate		67020			74428	Neg
100020591	400	63236	222109	Xenobiotics	Chemical	6260	NAMED	IOLHQSZMUUGACW-UHFFFAOYSA-N	OC(C1OC(OC2=CC=CN=C2)C(O)C(O)C1O)=O	3-hydroxypyridine glucuronide	3-hydroxypyridine glucuronide						Pos Early
100020973	209	63230	222087	Xenobiotics	Chemical	6290	NAMED	UAQAOMYUJQVGMD-UHFFFAOYSA-N	CC1=NC=C(OS(=O)(O)=O)C=C1	5-hydroxy-2-methylpyridine sulfate	5-hydroxy-2-methylpyridine sulfate						Neg
100020975	209	63227	222084	Xenobiotics	Chemical	6292	NAMED	GOXQGRHDLROYBT-UHFFFAOYSA-N	CC1=NC=CC=C1OS(=O)(O)=O	3-hydroxy-2-methylpyridine sulfate	3-hydroxy-2-methylpyridine sulfate						Neg
100021324	209	63589	222869	Xenobiotics	Chemical	6297	NAMED	KLXACYSQYFWVLM-UHFFFAOYSA-N	ClC1=C(O)C(C(O)=O)=C(O)C(Cl)=C1	"3,5-dichloro-2,6-dihydroxybenzoic acid"	"3,5-dichloro-2,6-dihydroxybenzoic acid"		24339141			24721632	Neg
100021538	209	63841	223406	Xenobiotics	Chemical	6299	NAMED	YPDHMBTYUUZFOA-UHFFFAOYSA-N	CCCCOC(CC(S(=O)(O)=O)C(OCCCC)=O)=O	dibutyl sulfosuccinate	dibutyl sulfosuccinate	5144-51-4	375186			423891	Neg
100021707	209	63681	223106	Xenobiotics	Chemical	6298	NAMED	AJSVSHDVMDXRFN-UHFFFAOYSA-N	OC(C1=C(O)C(Cl)=CC(Br)=C1O)=O	"3-bromo-5-chloro-2,6-dihydroxybenzoic acid*"	"3-bromo-5-chloro-2,6-dihydroxybenzoic acid*"					134581543	Neg
100021784	209	63988	232906	Xenobiotics	Chemical	6304	NAMED	XRHGYUZYPHTUJZ-UHFFFAOYSA-N	O=C(O)C1=CC=C(Cl)C=C1	4-chlorobenzoic acid	4-chlorobenzoic acid	74-11-3			C02370	6318	Neg
100021918	209	64328	237314	Xenobiotics	Chemical	6215	NAMED	ICKWICRCANNIBI-UHFFFAOYSA-N	CC(C)(c1cc(C(C)(C)C)c(O)cc1)C	"2,4-di-tert-butylphenol"	"2,4-di-tert-butylphenol"	96-76-4					Neg
273	209	1769	124819	Lipid	Corticosteroids	3341	NAMED	MFYSYFVPBJMHGN-ZPOLXVRWSA-N	O[C@@]1([C@@](CO)=O)[C@](C2)(C)[C@](CC1)([H])[C@@](CCC3=CC4=O)([H])[C@]([C@@]3(C)CC4)([H])C2=O	cortisone	cortisone	53-06-5	361685	HMDB0002802	C00762	222786	Neg
356	209	1712	124815	Lipid	Corticosteroids	3331	NAMED	JYGXADMDTFJGBT-VWUMJDOOSA-N	O[C@@]1([C@@](CO)=O)[C@]2(C)[C@](CC1)([H])[C@@](CCC3=CC4=O)([H])[C@]([C@@]3(C)CC4)([H])[C@@H](O)C2	cortisol	cortisol	50-23-7		HMDB0000063	C00735	5754	Neg
100015971	209	57699	212775	Lipid	Corticosteroids	3352	NAMED	INMJYSGZRBTEOR-RXCXIKFNSA-N	O[C@H]([C@]([C@]([C@]1([H])[C@@](CC2)([H])[C@@]3([H])[C@]([C@@]2([H])C[C@@H]4OC5C(O)C(O)C(O)C(C(O)=O)O5)(CC4)C)(CC3=O)C)(CC1)O)CO	cortolone glucuronide (1)	cortolone glucuronide (1)						Neg
100022013	209	64411	237545	Lipid	Corticosteroids	3336	NAMED	OZINUFSVVJAFHD-LUPKFNMHSA-N	[H][C@@]12[C@@]3(C)CC[C@@H](OC4OC(C(O)=O)C(O)C(O)C4O)C[C@@]3([H])CC[C@@]1([H])[C@]5([H])CC[C@@](C(CO)=O)(O)[C@@]5(C)C[C@@H]2O	tetrahydrocortisol glucuronide	tetrahydrocortisol glucuronide						Neg
275	400	513	155307	Amino Acid	Creatine Metabolism	537	NAMED	DDRJAANPRJIHGJ-UHFFFAOYSA-N	CN(C(N1)=N)CC1=O	creatinine	creatinine	60-27-5	568	HMDB0000562	C00791	588	Pos Early
344	400	43802	157048	Amino Acid	Creatine Metabolism	535	NAMED	BPMFZUMJYQTVII-UHFFFAOYSA-N	NC(NCC(O)=O)=N	guanidinoacetate	guanidinoacetate	352-97-6	743	HMDB0000128	C00581	763	Pos Early
1221	400	27718	155838	Amino Acid	Creatine Metabolism	536	NAMED	CVSVTCORWBXHQV-UHFFFAOYSA-N	CN(C(N)=N)CC(O)=O	creatine	creatine	57-00-1	566	HMDB0000064	C00300	586	Pos Early
100002990	402	46799	165354	Lipid	Diacylglycerol	2952	NAMED	GREDRAMJRDQWEJ-LTEAFHAISA-N	CCCCCCCC/C=C\CCCCCCCC(OCC(COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)O)=O	oleoyl-linoleoyl-glycerol (18:1/18:2) [2]	oleoyl-linoleoyl-glycerol (18:1/18:2) [2]	104346-53-4	29788004	HMDB0007219		71433693	Pos Late
100010922	402	54955	208040	Lipid	Diacylglycerol	2966	NAMED	KRECEGQUDDMNAQ-MYBRWWDOSA-N	OC[C@](OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)(COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)[H]	linoleoyl-arachidonoyl-glycerol (18:2/20:4) [1]*	linoleoyl-arachidonoyl-glycerol (18:2/20:4) [1]*			HMDB0007257		9543796	Pos Late
100010923	402	54956	208041	Lipid	Diacylglycerol	2967	NAMED	KRECEGQUDDMNAQ-MYBRWWDOSA-N	OC[C@](COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)([H])OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O	linoleoyl-arachidonoyl-glycerol (18:2/20:4) [2]*	linoleoyl-arachidonoyl-glycerol (18:2/20:4) [2]*			HMDB0007257		9543796	Pos Late
100010937	402	54961	208046	Lipid	Diacylglycerol	2965	NAMED	LWXLWRXRJKMNLM-XBUMEPTLSA-N	CCCCCCCC/C=C/CCCCCCCC(OCC(OC(CCC/C=C/C/C=C/C/C=C/C/C=C/CCCCC)=O)CO)=O	oleoyl-arachidonoyl-glycerol (18:1/20:4) [2]*	oleoyl-arachidonoyl-glycerol (18:1/20:4) [2]*			HMDB0007228		9543786	Pos Late
922	402	1759	211070	Lipid	Dihydroceramides	3037	NAMED	KZTJQXAANJHSCE-OIDHKYIRSA-N	CCCCCCCCCCCCCCCCCC(N[C@H]([C@H](O)CCCCCCCCCCCCCCC)CO)=O	N-stearoyl-sphinganine (d18:0/18:0)*	N-stearoyl-sphinganine (d18:0/18:0)*	2304-80-5	4446686	HMDB0011761		5283573	Pos Late
100009028	402	52604	165334	Lipid	Dihydroceramides	3034	NAMED	GCGTXOVNNFGTPQ-JHOUSYSJSA-N	[H][C@](NC(CCCCCCCCCCCCCCC)=O)(CO)[C@@](O)([H])CCCCCCCCCCCCCCC	N-palmitoyl-sphinganine (d18:0/16:0)	N-palmitoyl-sphinganine (d18:0/16:0)	5966-29-0	4446685	HMDB11760		5283572	Pos Late
100008954	402	52434	164558	Lipid	Dihydrosphingomyelins	3125	NAMED	QHZIGNLCLJPLCU-QPPIDDCLSA-N	[H][C@](NC(CCCCCCCCCCCCCCC)=O)(COP(OCC[N+](C)(C)C)([O-])=O)[C@@](O)([H])CCCCCCCCCCCCCCC	palmitoyl dihydrosphingomyelin (d18:0/16:0)*	palmitoyl dihydrosphingomyelin (d18:0/16:0)*		8115586	HMDB0010168		9939965	Pos Late
100009026	402	57331	210829	Lipid	Dihydrosphingomyelins	3126	NAMED	FONAXCRWZQFJHY-JCGOJSMZSA-N	[H][C@](NC(CCCCCCCCCCCCCCCCCCCCC)=O)(COP(OCC[N+](C)(C)C)([O-])=O)[C@@](O)([H])CCCCCCCCCCCCCCC	behenoyl dihydrosphingomyelin (d18:0/22:0)*	behenoyl dihydrosphingomyelin (d18:0/22:0)*		24846880	HMDB0012091		44260132	Pos Late
100009027	402	57473	211136	Lipid	Dihydrosphingomyelins	3127	NAMED	JCELSEVNSMXGKA-IOLBBIBUSA-N	[H][C@](NC(CCCCCCCCCCCCCCCCC)=O)(COP(OCC[N+](C)(C)C)([O-])=O)[C@@](O)([H])CCCCCCCCCCCCCCC	"sphingomyelin (d18:0/18:0, d19:0/17:0)*"	"sphingomyelin (d18:0/18:0, d19:0/17:0)*"		24846878	HMDB0012087		44260130	Pos Late
100009038	402	57365	210891	Lipid	Dihydrosphingomyelins	3124	NAMED	MJAFYELZQYPMQG-MPQUPPDSSA-N	[H][C@](NC(CCCCCCCCCCCCC)=O)(COP(OCC[N+](C)(C)C)([O-])=O)[C@@](O)([H])CCCCCCCCCCCCCCC	myristoyl dihydrosphingomyelin (d18:0/14:0)*	myristoyl dihydrosphingomyelin (d18:0/14:0)*		24846886	HMDB0012085		44260138	Pos Late
100015786	402	57476	211139	Lipid	Dihydrosphingomyelins	3128	NAMED	UGRZESKDAPEULH-ACEXITHZSA-N	CCCCCCCCCCCCCCC[C@@H](O)[C@@H](NC(CCCCCCCCCCCCCCCCCCC)=O)COP([O-])(OCC[N+](C)(C)C)=O	"sphingomyelin (d18:0/20:0, d16:0/22:0)*"	"sphingomyelin (d18:0/20:0, d16:0/22:0)*"			HMDB0012090			Pos Late
100001946	400	37077	156299	Peptide	Dipeptide	761	NAMED	OWOHLURDBZHNGG-YFKPBYRVSA-N	O=C(NC1)[C@H](CCC2)N2C1=O	cyclo(gly-pro)	cyclo(gly-pro)	3705-27-9	112149			193540	Pos Early
100003169	209	40008	141960	Peptide	Dipeptide	869	NAMED	UCGDDTHMMVWVMV-UHFFFAOYSA-N	O=C(C(C(CC)C)N)NCC(O)=O	isoleucylglycine	isoleucylglycine	868-28-0	303621	HMDB0028907		342532	Neg
100003185	400	40045	156684	Peptide	Dipeptide	888	NAMED	LESXFEZIFXFIQR-UHFFFAOYSA-N	O=C(C(CC(C)C)N)NCC(O)=O	leucylglycine	leucylglycine	686-50-0	71402	HMDB0028929		79070	Pos Early
100003641	209	40475	143011	Peptide	Dipeptide	1050	NAMED	IOUPEELXVYPCPG-UHFFFAOYSA-N	O=C(C(C(C)C)N)NCC(O)=O	valylglycine	valylglycine	686-43-1	120256	HMDB0029127		136487	Neg
100003674	400	40703	156791	Peptide	Dipeptide	963	NAMED	RNKSNIBMTUYWSH-YFKPBYRVSA-N	O=[C@]([C@H]1NCCC1)NCC(O)=O	prolylglycine	prolylglycine	2578-57-6	4932143	HMDB0011178		6426709	Pos Early
393	305	567	147468	Carbohydrate	Disaccharides and Oligosaccharides	1322	NAMED	GUBGYTABKSRVRQ-DCSYEGIMSA-N	O[C@H]1[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)O[C@@H]2CO)O[C@H](CO)[C@H](O)[C@@H]1O	lactose	lactose	5965-66-2	5904	HMDB0041627	C01970	6134	Polar
935	305	1519	147116	Carbohydrate	Disaccharides and Oligosaccharides	1343	NAMED	CZMRCDWAGMRECN-UGDNZRGBSA-N	OC[C@]1(O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)[C@H]([C@@H]([C@@H](CO)O1)O)O	sucrose	sucrose	57-50-1	5768	HMDB0000258	C00089	5988	Polar
1383	209	12032	126015	Xenobiotics	"Drug - Analgesics, Anesthetics"	5411	NAMED	RZVAJINKPMORJF-UHFFFAOYSA-N	OC1=CC=C(NC(C)=O)C=C1	4-acetamidophenol	4-acetamidophenol	103-90-2	1906	HMDB0001859	C06804	1983	Neg
1384	209	12122	124623	Xenobiotics	"Drug - Analgesics, Anesthetics"	5427	NAMED	CMWTZPSULFXXJA-VIFPVBQESA-N	COC1=CC=C2C(C=CC([C@H](C)C(O)=O)=C2)=C1	naproxen	naproxen	22204-53-1	137720	HMDB0001923	C01517	156391	Neg
1487	209	17799	124883	Xenobiotics	"Drug - Analgesics, Anesthetics"	5431	NAMED	HEFNNWSXXWATRW-UHFFFAOYSA-N	CC(C1=CC=C(CC(C)C)C=C1)C(O)=O	ibuprofen	ibuprofen	15687-27-1	3544	HMDB0001925	C01588	3672	Neg
2048	209	45721	145263	Xenobiotics	"Drug - Analgesics, Anesthetics"	5413	NAMED	DVPRQNKJGQEICH-JTQLQIEISA-N	O=C(C)NC1=CC(SC[C@@H](C(O)=O)NC(C)=O)=C(O)C=C1	3-(N-acetyl-cystein-S-yl) acetaminophen	3-(N-acetyl-cystein-S-yl) acetaminophen	52372-86-8	75765			83967	Neg
2049	209	37475	127693	Xenobiotics	"Drug - Analgesics, Anesthetics"	5414	NAMED	IGTYILLPRJOVFY-UHFFFAOYSA-N	CC(NC1=CC=C(OS(=O)(O)=O)C=C1)=O	4-acetaminophen sulfate	4-acetaminophen sulfate	"32113-41-0,10066-90-7"	75741	HMDB0059911	C06804	83939	Neg
100000043	209	15736	126033	Xenobiotics	"Drug - Analgesics, Anesthetics"	5415	NAMED	IPROLSVTVHAQLE-UHFFFAOYSA-N	OC1C(C(O)=O)OC(OC2=CC=C(NC(C)=O)C=C2)C(O)C1O	4-acetamidophenylglucuronide	4-acetamidophenylglucuronide	120595-80-4	3239926	HMDB0010316		"4022661,83944"	Neg
100001332	209	33384	144296	Xenobiotics	"Drug - Analgesics, Anesthetics"	5441	NAMED	OEPADIDIUZTYOX-UHFFFAOYSA-N	OC1=CC=CC=C1C(NCC(OC2C(O)C(O)C(O)C(C(O)=O)O2)=O)=O	salicyluric glucuronide*	salicyluric glucuronide*		21403117	HMDB0240252		121596205	Neg
100001538	400	35661	156219	Xenobiotics	"Drug - Analgesics, Anesthetics"	5458	NAMED	NNJVILVZKWQKPM-UHFFFAOYSA-N	CC1=CC=CC(C)=C1NC(CN(CC)CC)=O	lidocaine	lidocaine	137-58-6	3548	HMDB0014426	D00358	3676	Pos Early
100001539	400	33080	156000	Xenobiotics	"Drug - Analgesics, Anesthetics"	5459	NAMED	WRMRXPASUROZGT-UHFFFAOYSA-N	CC1=CC=CC(C)=C1NC(CNCC)=O	N-ethylglycinexylidide	N-ethylglycinexylidide	7728-40-7	22824	HMDB0060656	C16561	24415	Pos Early
100001787	209	46331	145275	Xenobiotics	"Drug - Analgesics, Anesthetics"	5429	NAMED	XWJUDDGELKXYNO-QMMMGPOBSA-N	OC1=CC=C2C(C=CC([C@H](C)C(O)=O)=C2)=C1	desmethylnaproxen	desmethylnaproxen	52079-10-4	18640362	HMDB0013989		162920	Neg
100001788	209	46106	143713	Xenobiotics	"Drug - Analgesics, Anesthetics"	5430	NAMED	BNKMSCMOWGCUOF-QMMMGPOBSA-N	C[C@H](C(O)=O)C1=CC2=CC=C(OS(=O)(O)=O)C=C2C=C1	desmethylnaproxen sulfate	desmethylnaproxen sulfate		160559			184679	Neg
100001791	209	33173	142539	Xenobiotics	"Drug - Analgesics, Anesthetics"	5416	NAMED	HRLQZTOIKWEZBN-UHFFFAOYSA-N	CC(NC1=C(O)C=C(OS(=O)(O)=O)C=C1)=O	2-hydroxyacetaminophen sulfate*	2-hydroxyacetaminophen sulfate*		34448632	HMDB0062547		86290013	Neg
100001793	209	47031	148286	Xenobiotics	"Drug - Analgesics, Anesthetics"	5417	NAMED	NZKKXAGORRATJB-UHFFFAOYSA-N	CC(NC1=C(OC)C=C(OS(=O)(O)=O)C=C1)=O	2-methoxyacetaminophen sulfate*	2-methoxyacetaminophen sulfate*		34448633	HMDB0062550		86290014	Neg
